Category,Document
Scope of practise,"Supported Versions - For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html)."
Scope of practise,"Supported Versions - | Version       | Supported          |
| ------------- | ------------------ |
| 1.1.1         | :white_check_mark: |
| < 1.1.1       | :x:                |"
Scope of practise,"Supported Versions - | Version | Supported          |
| ------- | ------------------ |
| <= 0.4  | :x:                |
| 0.5.x   | :white_check_mark: |
| 0.6.x   | :white_check_mark: |
| 0.7.x   | :white_check_mark: |
| dev     | :white_check_mark: |"
Scope of practise,"Supported Versions - There are no official ""Long Term Support"" versions in jsonpickle.
Instead, the maintenance track (i.e. the versions based on the
most recently published feature release, also known as "".0""
version) sees occasional updates with bug fixes.

Fixes to vulnerabilities are made for the maintenance track for
the latest feature release. The jsonpickle project makes no formal
guarantee for any older maintenance tracks to receive updates.
In practice, though, critical vulnerability fixes can be applied not
only to the most recent track, but to at least a couple more
maintenance tracks if requested by users."
Scope of practise,"Supported Versions - Due to limited development bandwidth, only the [most recent release](https://pypi.org/project/pretalx/#history) is
currently supported. If you need support for previous releases, please contact
[support@pretalx.com](mailto:support@pretalx.com)."
Scope of practise,"Supported Versions - For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html)."
Scope of practise,"Supported Versions - As an open source product, only  the latest major version will be patched for security vulnerabilities. Previous versions of Loguru will likely not be retroactively patched."
Scope of practise,"Supported Versions - GeoNode versions supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 4.0.x   | :white_check_mark: |
| < 4.0   | :x:                |"
Scope of practise,"Supported Versions - Use this section to tell people about which versions of your project are
currently being supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 4.1.x   | :white_check_mark: |
| < 4     | :x:                |"
Scope of practise,"Supported Versions - | Version  | Supported          |
| -------- | ------------------ |
| 0.21.x   | :white_check_mark: |
| 0.20.x   | :white_check_mark: |
| < 0.20.x | :x:                |"
Scope of practise,"Supported Versions - | Version       | Supported          |
| ------------- | ------------------ |
| 1.1.1         | :white_check_mark: |
| < 1.1.1       | :x:                |"
Scope of practise,"Supported Versions - Ansible applies security fixes according to the 3-versions-back support
policy. Please find more information in [our docs](
https://docs.ansible.com/ansible/devel/reference_appendices/release_and_maintenance.html#release-status
)."
Scope of practise,"Supported Versions - These borg releases are currently supported with security updates.

| Version | Supported          |
|---------|--------------------|
| 2.0.x   | :x: (not released) |
| 1.2.x   | :white_check_mark: |
| 1.1.x   | :x:                |
| < 1.1   | :x:                |"
Scope of practise,"Supported Versions - This is an overview of the security support status of aioxmpp
releases. For the supported versions, we provide backports of security
relevant patches ASAP after we become aware of them.

**Note:** Distributors of aioxmpp may also support older versions.

| Version  | Supported          |
| -------- | ------------------ |
| 0.10.x   | :white_check_mark: |
| < 0.10.0 | :x:                |"
Scope of practise,"Versioning - Versioning follows [PEP440](https://peps.python.org/pep-0440/): `major.minior.patch`.

Versions | Description
-------- | -----------
Major    | This reserved for releases that introduce breaking features.
Minor    | This reserved for releases that introduce new functionality.
Patch    | This is reserved for releases that only include bug fixes.

Example

```
8.0
8.1
8.1.3
```"
Scope of practise,"Supported Versions - Only the latest release is currently supported, we will not be backporting fixes as long as this project is in the unstable 0.x versioning."
Scope of practise,Supported Versions - Security fixes are applied to the latest version.
Scope of practise,"Supported Versions - GeoNode versions supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 4.0.x   | :white_check_mark: |
| < 4.0   | :x:                |"
Scope of practise,"Supported Versions - following versions are currently being supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 3.2.x   | :white_check_mark: |
| 3.1.x   | :x:                |
| < 3.2.0 | :x:                |"
Scope of practise,Supported Versions - To receive fixes for security vulnerabilities it is required to always upgrade to the latest version of Calibre-Web. See https://github.com/janeczku/calibre-web/releases/latest for the latest release.
Scope of practise,"Supported Versions - The latest version of MLflow has continued support. If a critical vulnerability is found in the current version
of MLflow, we may opt to backport patches to previous versions."
Scope of practise,Supported Versions
Scope of practise,"Supported Versions - Only the latest release is currently supported, we will not be backporting fixes as long as this project is in the unstable 0.x versioning."
Scope of practise,Supported Versions - Security fixes are applied to the latest version.
Scope of practise,"Supported Versions - | Version | Supported          |
| ------- | ------------------ |
| 1.0.x   | :x:                |
| 2.0.x   | :x:                |
| 3.0.x   | :white_check_mark: |
| 4.0.x   | :white_check_mark: |"
Scope of practise,"Supported Versions - The table below explains the current state of our versions. Currently, only version
3.5 and higher are supported and receive security updates. Versions lower than 3.5
are considered End of Life and will not receive any security updates.

| Version       | Branch     | Security Updates   | End of Life        |
|---------------|------------|--------------------|--------------------|
| < 2.0         | master     | :x:                | :white_check_mark: |
| >= 2.0, < 3.0 | develop    | :x:                | :white_check_mark: |
| >= 3.0, < 3.5 | V3/develop | :x:                | :white_check_mark: |
| >= 3.5        | V3/develop | :white_check_mark: | :x:                |"
Scope of practise,Policy - Only the latest version receives security updates.
Scope of practise,"Supported Versions - | Version | Supported          |
| ------- | ------------------ |
| latest  | :heavy_check_mark: |"
Scope of practise,"Supported Versions - | Version       | Supported          |
| ------------- | ------------------ |
| 1.1.1         | :white_check_mark: |
| < 1.1.1       | :x:                |"
Scope of practise,"Supported Versions - The table below explains the current state of our versions. Currently, only version
3.5 and higher are supported and receive security updates. Versions lower than 3.5
are considered End of Life and will not receive any security updates.

| Version       | Branch     | Security Updates   | End of Life        |
|---------------|------------|--------------------|--------------------|
| < 2.0         | master     | :x:                | :white_check_mark: |
| >= 2.0, < 3.0 | develop    | :x:                | :white_check_mark: |
| >= 3.0, < 3.5 | V3/develop | :x:                | :white_check_mark: |
| >= 3.5        | V3/develop | :white_check_mark: | :x:                |"
Scope of practise,Supported Versions
Scope of practise,Supported Versions - Security updates are applied only to the latest release.
Scope of practise,"Supported Versions - While we do have versions and releases, wger is developed and deployed like a rolling release. Currently we don't have the resources to support older versions."
Scope of practise,"Supported Versions - For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html)."
Scope of practise,"Supported Versions - We generally only support the latest major release,
although critical bug fixes can be released for older versions."
Scope of practise,Supported Versions - Security updates are applied only to the latest release.
Scope of practise,Supported Versions - Only the latest non-prerelease version is supported.
Scope of practise,"Supported Versions - `qiskit-ibm-runtime` supports one minor version release at a time, both for bug
and security fixes. For example, if the most recent release is 0.12.1, then the
0.12.x release series is currently supported."
Scope of practise,Supported Versions - Only the latest version of rope is supported.
Scope of practise,"Supported Versions - The PyWPS Project Steering Committee will release patches for security vulnerabilities for the following versions:

| Version | Supported          |
|---------|--------------------|
| 4.5.x   | :white_check_mark: |
| 4.4.x   | :white_check_mark: |
| < 4.4   | previous versions  |"
Scope of practise,"Supported Versions - Latest tag and tip are supported.

Changes are not backported, please verify any issue against the latest tag and tip."
Scope of practise,"Supported Versions - | Version  | Supported          |
| -------- | ------------------ |
| 0.21.x   | :white_check_mark: |
| 0.20.x   | :white_check_mark: |
| < 0.20.x | :x:                |"
Scope of practise,"Supported Versions - | Version             | Supported          |
| ------------------- | ------------------ |
| main branch         | :white_check_mark: |
| most recent release | :white_check_mark: |
| older releases      | :x:                |"
Scope of practise,"Supported Versions - Only the latest version of GitPython can receive security updates. If a vulnerability is discovered, a fix can be issued in a new release.

| Version | Supported          |
| ------- | ------------------ |
| 3.x.x   | :white_check_mark: |
| < 3.0   | :x:                |"
Scope of practise,"Supported Versions - Use this section to tell people about which versions of your project are
currently being supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 0.9.8   | Fixed issue of remote executing, https://github.com/Gerapy/Gerapy/issues/219 |"
Scope of practise,Supported Versions - We only provide active support for the [latest release](https://pypi.org/project/pymatgen).
Scope of practise,"Supported Versions - | Version       | Supported          |
| ------------- | ------------------ |
| 1.5.2         | :white_check_mark: |
| < 1.5.2       | :x:                |"
Scope of practise,"Out of Scope Targets - All out of scope targets defined by huntr as well as:

- **llama-index-experimental**: This repository is for experimental code and is not
  eligible for bug bounties, bug reports to it will be marked as interesting or waste of
  time and published with no bounty attached.
- **llama-index-integrations/tools**: Community contributed tools are not eligible for bug
  bounties. Generally tools interact with the real world. Developers are expected to
  understand the security implications of their code and are responsible for the security
  of their tools.
- Code documented with security notices. This will be decided done on a case by
  case basis, but likely will not be eligible for a bounty as the code is already
  documented with guidelines for developers that should be followed for making their
  application secure."
